RefNum,Semester,DepartmentInfo,Name,TimeInfo,Credits,Professor,Description
50270,F,HUMA 200 D,WESTERN CIV: FOUNDATIONS,MWF 1:00 PM-1:50 PM,3,Dr. Caleb A. Verbois,"HUMA 200. WESTERN CIVILIZATION: HISTORICAL AND INTELLECTUAL FOUNDATIONS. This course explores the intellectual, cultural, political, and religious foundations of Western Civilization from the ancient Greeks to the modern world, with special emphasis on great thinkers, crucial events, and significant ideas. Prerequisites: Writing 101 and Humanities 102. Students substituting Religion 211 and 212 for Humanities 102 must take either Religion 211 or Religion 212 as a prerequisite for this course. Semester course, three hours."
50271,F,HUMA 200 E,WESTERN CIV: FOUNDATIONS,TR 8:00 AM-9:15 AM,3,Mark W. Graham,"HUMA 200. WESTERN CIVILIZATION: HISTORICAL AND INTELLECTUAL FOUNDATIONS. This course explores the intellectual, cultural, political, and religious foundations of Western Civilization from the ancient Greeks to the modern world, with special emphasis on great thinkers, crucial events, and significant ideas. Prerequisites: Writing 101 and Humanities 102. Students substituting Religion 211 and 212 for Humanities 102 must take either Religion 211 or Religion 212 as a prerequisite for this course. Semester course, three hours."
50272,F,HUMA 200 F,WESTERN CIV: FOUNDATIONS,TR 9:30 AM-10:45 AM,3,Gillis Harp,"HUMA 200. WESTERN CIVILIZATION: HISTORICAL AND INTELLECTUAL FOUNDATIONS. This course explores the intellectual, cultural, political, and religious foundations of Western Civilization from the ancient Greeks to the modern world, with special emphasis on great thinkers, crucial events, and significant ideas. Prerequisites: Writing 101 and Humanities 102. Students substituting Religion 211 and 212 for Humanities 102 must take either Religion 211 or Religion 212 as a prerequisite for this course. Semester course, three hours."
50273,F,HUMA 200 G,WESTERN CIV: FOUNDATIONS,TR 9:30 AM-10:45 AM,3,Andrew J. Mitchell,"HUMA 200. WESTERN CIVILIZATION: HISTORICAL AND INTELLECTUAL FOUNDATIONS. This course explores the intellectual, cultural, political, and religious foundations of Western Civilization from the ancient Greeks to the modern world, with special emphasis on great thinkers, crucial events, and significant ideas. Prerequisites: Writing 101 and Humanities 102. Students substituting Religion 211 and 212 for Humanities 102 must take either Religion 211 or Religion 212 as a prerequisite for this course. Semester course, three hours."
50274,F,HUMA 200 H,WESTERN CIV: FOUNDATIONS,TR 11:00 AM-12:15 PM,3,Andrew J. Mitchell,"HUMA 200. WESTERN CIVILIZATION: HISTORICAL AND INTELLECTUAL FOUNDATIONS. This course explores the intellectual, cultural, political, and religious foundations of Western Civilization from the ancient Greeks to the modern world, with special emphasis on great thinkers, crucial events, and significant ideas. Prerequisites: Writing 101 and Humanities 102. Students substituting Religion 211 and 212 for Humanities 102 must take either Religion 211 or Religion 212 as a prerequisite for this course. Semester course, three hours."
50275,F,HUMA 200 I,WESTERN CIV: FOUNDATIONS,TR 12:30 PM-1:45 PM,3,Gillis Harp,"HUMA 200. WESTERN CIVILIZATION: HISTORICAL AND INTELLECTUAL FOUNDATIONS. This course explores the intellectual, cultural, political, and religious foundations of Western Civilization from the ancient Greeks to the modern world, with special emphasis on great thinkers, crucial events, and significant ideas. Prerequisites: Writing 101 and Humanities 102. Students substituting Religion 211 and 212 for Humanities 102 must take either Religion 211 or Religion 212 as a prerequisite for this course. Semester course, three hours."
50276,F,HUMA 200 J,WESTERN CIV: FOUNDATIONS,TR 12:30 PM-1:45 PM,3,Jason R. Edwards,"HUMA 200. WESTERN CIVILIZATION: HISTORICAL AND INTELLECTUAL FOUNDATIONS. This course explores the intellectual, cultural, political, and religious foundations of Western Civilization from the ancient Greeks to the modern world, with special emphasis on great thinkers, crucial events, and significant ideas. Prerequisites: Writing 101 and Humanities 102. Students substituting Religion 211 and 212 for Humanities 102 must take either Religion 211 or Religion 212 as a prerequisite for this course. Semester course, three hours."
50277,F,HUMA 202 A,CIV/LITERATURE,MWF 8:00 AM-8:50 AM,3,Dr. Adam Loretto,"HUMA 202. CIVILIZATION AND LITERATURE. A study of great works of literature that represent the major periods in the history of Western civilization. The course explores the nature of God and humanity, the nature of good and evil, the meaning of moral choice, the purpose of life, and the meaning of salvation. Semester course, three hours."
50278,F,HUMA 202 B,CIV/LITERATURE,MWF 9:00 AM-9:50 AM,3,Michael S. Rawl,"HUMA 202. CIVILIZATION AND LITERATURE. A study of great works of literature that represent the major periods in the history of Western civilization. The course explores the nature of God and humanity, the nature of good and evil, the meaning of moral choice, the purpose of life, and the meaning of salvation. Semester course, three hours."
50279,F,HUMA 202 C,CIV/LITERATURE,MWF 10:00 AM-10:50 AM,3,Michael S. Rawl,"HUMA 202. CIVILIZATION AND LITERATURE. A study of great works of literature that represent the major periods in the history of Western civilization. The course explores the nature of God and humanity, the nature of good and evil, the meaning of moral choice, the purpose of life, and the meaning of salvation. Semester course, three hours."
50280,F,HUMA 202 D,CIV/LITERATURE,MWF 12:00 PM-12:50 PM,3,Eric A. Potter,"HUMA 202. CIVILIZATION AND LITERATURE. A study of great works of literature that represent the major periods in the history of Western civilization. The course explores the nature of God and humanity, the nature of good and evil, the meaning of moral choice, the purpose of life, and the meaning of salvation. Semester course, three hours."
50281,F,HUMA 202 E,CIV/LITERATURE,TR 8:00 AM-9:15 AM,3,Virginia C. Rawl,"HUMA 202. CIVILIZATION AND LITERATURE. A study of great works of literature that represent the major periods in the history of Western civilization. The course explores the nature of God and humanity, the nature of good and evil, the meaning of moral choice, the purpose of life, and the meaning of salvation. Semester course, three hours."
50282,F,HUMA 202 F,CIV/LITERATURE,TR 9:30 AM-10:45 AM,3,Dr. Andrew J. Harvey,"HUMA 202. CIVILIZATION AND LITERATURE. A study of great works of literature that represent the major periods in the history of Western civilization. The course explores the nature of God and humanity, the nature of good and evil, the meaning of moral choice, the purpose of life, and the meaning of salvation. Semester course, three hours."
50283,F,HUMA 202 G,CIV/LITERATURE,TR 2:00 PM-3:15 PM,3,Kristin A. Barbour,"HUMA 202. CIVILIZATION AND LITERATURE. A study of great works of literature that represent the major periods in the history of Western civilization. The course explores the nature of God and humanity, the nature of good and evil, the meaning of moral choice, the purpose of life, and the meaning of salvation. Semester course, three hours."
50284,F,HUMA 202 H,CIV/LITERATURE,TR 3:30 PM-4:45 PM,3,Kristin A. Barbour,"HUMA 202. CIVILIZATION AND LITERATURE. A study of great works of literature that represent the major periods in the history of Western civilization. The course explores the nature of God and humanity, the nature of good and evil, the meaning of moral choice, the purpose of life, and the meaning of salvation. Semester course, three hours."
50285,F,HUMA 301 A,CIV/THE ARTS,MWF 9:00 AM-9:50 AM,3,Dr. Beverly H. Carter,"HUMA 301. CIVILIZATION AND THE ARTS. An examination of outstanding works of visual art and music that represent the major periods in the history of Western civilization. The course examines the nature of God, the ways people have expressed their understanding of God�s nature in the arts, the ways people have seen themselves throughout Western history, and the purpose of life. Semester course, three hours."
50286,F,HUMA 301 B,CIV/THE ARTS,MWF 10:00 AM-10:50 AM,3,Dr. Beverly H. Carter,"HUMA 301. CIVILIZATION AND THE ARTS. An examination of outstanding works of visual art and music that represent the major periods in the history of Western civilization. The course examines the nature of God, the ways people have expressed their understanding of God�s nature in the arts, the ways people have seen themselves throughout Western history, and the purpose of life. Semester course, three hours."
50287,F,HUMA 301 C,CIV/THE ARTS,MWF 12:00 PM-12:50 PM,3,Dr. Beverly H. Carter,"HUMA 301. CIVILIZATION AND THE ARTS. An examination of outstanding works of visual art and music that represent the major periods in the history of Western civilization. The course examines the nature of God, the ways people have expressed their understanding of God�s nature in the arts, the ways people have seen themselves throughout Western history, and the purpose of life. Semester course, three hours."
50288,F,HUMA 301 D,CIV/THE ARTS,M 6:30 PM-9:00 PM,3,Paul Munson,"HUMA 301. CIVILIZATION AND THE ARTS. An examination of outstanding works of visual art and music that represent the major periods in the history of Western civilization. The course examines the nature of God, the ways people have expressed their understanding of God�s nature in the arts, the ways people have seen themselves throughout Western history, and the purpose of life. Semester course, three hours."
50289,F,HUMA 301 E,CIV/THE ARTS,TR 12:30 PM-1:45 PM,3,Paul Munson,"HUMA 301. CIVILIZATION AND THE ARTS. An examination of outstanding works of visual art and music that represent the major periods in the history of Western civilization. The course examines the nature of God, the ways people have expressed their understanding of God�s nature in the arts, the ways people have seen themselves throughout Western history, and the purpose of life. Semester course, three hours."
50290,F,HUMA 301 F,CIV/THE ARTS,TR 12:30 PM-1:45 PM,3,Melva J. Huebert,"HUMA 301. CIVILIZATION AND THE ARTS. An examination of outstanding works of visual art and music that represent the major periods in the history of Western civilization. The course examines the nature of God, the ways people have expressed their understanding of God�s nature in the arts, the ways people have seen themselves throughout Western history, and the purpose of life. Semester course, three hours."
50291,F,HUMA 301 G,CIV/THE ARTS,TR 2:00 PM-3:15 PM,3,Paul Munson,"HUMA 301. CIVILIZATION AND THE ARTS. An examination of outstanding works of visual art and music that represent the major periods in the history of Western civilization. The course examines the nature of God, the ways people have expressed their understanding of God�s nature in the arts, the ways people have seen themselves throughout Western history, and the purpose of life. Semester course, three hours."
50292,F,HUMA 303 A,CHRISTIANITY AND CIVILIZATION,TR 11:00 AM-12:15 PM,3,#NAME?,"HUMA 303. CHRISTIANITY AND CIVILIZATION: MODERN AND POSTMODERN CHALLENGES. An examination of the theological and philosophical underpinnings of Christianity, historical and contemporary challenges to Christianity, resources for developing Christian responses to these challenges, and the enduring relevance of the Christian vision of the good life to contemporary life, including vocation. This course is the Humanities capstone. Similar courses taken at other institutions will transfer as elective credit and may not be used to fulfill this requirement. Prerequisites: Humanities 200; and Humanities 202 or 301. Semester course, three hours."
50293,F,HUMA 303 B,CHRISTIANITY AND CIVILIZATION,TR 12:30 PM-1:45 PM,3,#NAME?,"HUMA 303. CHRISTIANITY AND CIVILIZATION: MODERN AND POSTMODERN CHALLENGES. An examination of the theological and philosophical underpinnings of Christianity, historical and contemporary challenges to Christianity, resources for developing Christian responses to these challenges, and the enduring relevance of the Christian vision of the good life to contemporary life, including vocation. This course is the Humanities capstone. Similar courses taken at other institutions will transfer as elective credit and may not be used to fulfill this requirement. Prerequisites: Humanities 200; and Humanities 202 or 301. Semester course, three hours."
50294,F,HUMA 303 C,CHRISTIANITY AND CIVILIZATION,MWF 12:00 PM-12:50 PM,3,Carl Russell Trueman,"HUMA 303. CHRISTIANITY AND CIVILIZATION: MODERN AND POSTMODERN CHALLENGES. An examination of the theological and philosophical underpinnings of Christianity, historical and contemporary challenges to Christianity, resources for developing Christian responses to these challenges, and the enduring relevance of the Christian vision of the good life to contemporary life, including vocation. This course is the Humanities capstone. Similar courses taken at other institutions will transfer as elective credit and may not be used to fulfill this requirement. Prerequisites: Humanities 200; and Humanities 202 or 301. Semester course, three hours."
50295,F,HUMA 303 D,CHRISTIANITY AND CIVILIZATION,MWF 1:00 PM-1:50 PM,3,Ryan Dennis West,"HUMA 303. CHRISTIANITY AND CIVILIZATION: MODERN AND POSTMODERN CHALLENGES. An examination of the theological and philosophical underpinnings of Christianity, historical and contemporary challenges to Christianity, resources for developing Christian responses to these challenges, and the enduring relevance of the Christian vision of the good life to contemporary life, including vocation. This course is the Humanities capstone. Similar courses taken at other institutions will transfer as elective credit and may not be used to fulfill this requirement. Prerequisites: Humanities 200; and Humanities 202 or 301. Semester course, three hours."
50296,F,HUMA 303 E,CHRISTIANITY AND CIVILIZATION,TR 8:00 AM-9:15 AM,3,Christopher E Franklin,"HUMA 303. CHRISTIANITY AND CIVILIZATION: MODERN AND POSTMODERN CHALLENGES. An examination of the theological and philosophical underpinnings of Christianity, historical and contemporary challenges to Christianity, resources for developing Christian responses to these challenges, and the enduring relevance of the Christian vision of the good life to contemporary life, including vocation. This course is the Humanities capstone. Similar courses taken at other institutions will transfer as elective credit and may not be used to fulfill this requirement. Prerequisites: Humanities 200; and Humanities 202 or 301. Semester course, three hours."
50297,F,HUMA 303 F,CHRISTIANITY AND CIVILIZATION,TR 9:30 AM-10:45 AM,3,Charles Edsel Cotherman PhD,"HUMA 303. CHRISTIANITY AND CIVILIZATION: MODERN AND POSTMODERN CHALLENGES. An examination of the theological and philosophical underpinnings of Christianity, historical and contemporary challenges to Christianity, resources for developing Christian responses to these challenges, and the enduring relevance of the Christian vision of the good life to contemporary life, including vocation. This course is the Humanities capstone. Similar courses taken at other institutions will transfer as elective credit and may not be used to fulfill this requirement. Prerequisites: Humanities 200; and Humanities 202 or 301. Semester course, three hours."
50298,F,HUMA 303 G,CHRISTIANITY AND CIVILIZATION,TR 11:00 AM-12:15 PM,3,Charles Edsel Cotherman PhD,"HUMA 303. CHRISTIANITY AND CIVILIZATION: MODERN AND POSTMODERN CHALLENGES. An examination of the theological and philosophical underpinnings of Christianity, historical and contemporary challenges to Christianity, resources for developing Christian responses to these challenges, and the enduring relevance of the Christian vision of the good life to contemporary life, including vocation. This course is the Humanities capstone. Similar courses taken at other institutions will transfer as elective credit and may not be used to fulfill this requirement. Prerequisites: Humanities 200; and Humanities 202 or 301. Semester course, three hours."
51711,F,HUMA 303 H,CHRISTIANITY AND CIVILIZATION,MWF 1:00 PM-1:50 PM,3,Carl Russell Trueman,"HUMA 303. CHRISTIANITY AND CIVILIZATION: MODERN AND POSTMODERN CHALLENGES. An examination of the theological and philosophical underpinnings of Christianity, historical and contemporary challenges to Christianity, resources for developing Christian responses to these challenges, and the enduring relevance of the Christian vision of the good life to contemporary life, including vocation. This course is the Humanities capstone. Similar courses taken at other institutions will transfer as elective credit and may not be used to fulfill this requirement. Prerequisites: Humanities 200; and Humanities 202 or 301. Semester course, three hours."
50112,F,INBS 205 A,GLOBAL BUSINESS ISSUES,MWF 8:00 AM-8:50 AM,3,Andrew W. Markley,"INBS 205. GLOBAL BUSINESS ISSUES. Designed to acquaint the student with the dynamic environment in which businesses must operate globally, including the challenges posed by political risk, cultural barriers, and differences in economic and legal systems, as well as those aspects of international business management not associated with traditional functional areas including international trade; foreign currency transactions; theory and institutions; country analysis; and international business strategy. Prerequisites: Sophomore standing or instructor permission. Semester course, three hours."
50113,F,INBS 205 B,GLOBAL BUSINESS ISSUES,MWF 12:00 PM-12:50 PM,3,David M. Butler,"INBS 205. GLOBAL BUSINESS ISSUES. Designed to acquaint the student with the dynamic environment in which businesses must operate globally, including the challenges posed by political risk, cultural barriers, and differences in economic and legal systems, as well as those aspects of international business management not associated with traditional functional areas including international trade; foreign currency transactions; theory and institutions; country analysis; and international business strategy. Prerequisites: Sophomore standing or instructor permission. Semester course, three hours."
50114,F,INBS 205 C,GLOBAL BUSINESS ISSUES,MWF 2:00 PM-2:50 PM,3,David M. Butler,"INBS 205. GLOBAL BUSINESS ISSUES. Designed to acquaint the student with the dynamic environment in which businesses must operate globally, including the challenges posed by political risk, cultural barriers, and differences in economic and legal systems, as well as those aspects of international business management not associated with traditional functional areas including international trade; foreign currency transactions; theory and institutions; country analysis; and international business strategy. Prerequisites: Sophomore standing or instructor permission. Semester course, three hours."
50115,F,INBS 445 A,INTERNATIONAL TRADE,MWF 9:00 AM-9:50 AM,3,Andrew W. Markley,"INBS 445. INTERNATIONAL TRADE. This course surveys policies and international business practices of international trade, including coverage of international logistics, customs and tariffs, export control law, international contracts, resolution of trade disputes, and international trade organizations. Prerequisite: International Business 205. Semester course, three hours."
50128,F,MNGT 103 A,PRINCIPLES OF MANAGEMENT,TR 8:00 AM-9:15 AM,3,,"MNGT 103. PRINCIPLES OF MANAGEMENT. An introduction to the theory and practice of management. Students are introduced to management history, ethics, global issues, and other challenges. The four basic managerial functions of planning, organizing, leading, and controlling are explored in detail. Throughout, attention is given to a Christian perspective on these topics. Semester course, three hours."
50129,F,MNGT 103 B,PRINCIPLES OF MANAGEMENT,TR 9:30 AM-10:45 AM,3,,"MNGT 103. PRINCIPLES OF MANAGEMENT. An introduction to the theory and practice of management. Students are introduced to management history, ethics, global issues, and other challenges. The four basic managerial functions of planning, organizing, leading, and controlling are explored in detail. Throughout, attention is given to a Christian perspective on these topics. Semester course, three hours."
51648,F,MNGT 103 C,PRINCIPLES OF MANAGEMENT,TR 2:00 PM-3:15 PM,3,,"MNGT 103. PRINCIPLES OF MANAGEMENT. An introduction to the theory and practice of management. Students are introduced to management history, ethics, global issues, and other challenges. The four basic managerial functions of planning, organizing, leading, and controlling are explored in detail. Throughout, attention is given to a Christian perspective on these topics. Semester course, three hours."
50131,F,MNGT 110 A,EXCEL,,3,Jennifer S. Miller,"MNGT 110. EXCEL. Nearly all businesses require new hires to be proficient in business uses of Excel. Students will learn how to use Excel in a variety of business fields. This course culminates in a final exam that, if successful, will result in students achieving Microsoft certification in Excel. Semester course, three hours."
50132,F,MNGT 110 B,EXCEL,,3,Andrea Dawn DiDonato,"MNGT 110. EXCEL. Nearly all businesses require new hires to be proficient in business uses of Excel. Students will learn how to use Excel in a variety of business fields. This course culminates in a final exam that, if successful, will result in students achieving Microsoft certification in Excel. Semester course, three hours."
50133,F,MNGT 110 C,EXCEL,,3,Andrea Dawn DiDonato,"MNGT 110. EXCEL. Nearly all businesses require new hires to be proficient in business uses of Excel. Students will learn how to use Excel in a variety of business fields. This course culminates in a final exam that, if successful, will result in students achieving Microsoft certification in Excel. Semester course, three hours."
50134,F,MNGT 111 A,BUSINESS COMPUTER APPLICATIONS,MWF 2:00 PM-2:50 PM,3,Vincent F. DiStasi,"MNGT 111. BUSINESS COMPUTER APPLICATIONS. This course provides business majors with instruction and practical exercises using Microsoft Office to solve business problems. It integrates applications of Microsoft Office into the business environment in such a way that students learn to use the software to prepare reports, design oral presentations, collaborate with one another, and utilize spreadsheets to organize information and summarize data. Business, accounting, financial and scientific problems and applications are emphasized. This course must be taken in the freshman or sophomore year. Semester course, three hours."
50135,F,MNGT 111 B,BUSINESS COMPUTER APPLICATIONS,MWF 3:00 PM-3:50 PM,3,Vincent F. DiStasi,"MNGT 111. BUSINESS COMPUTER APPLICATIONS. This course provides business majors with instruction and practical exercises using Microsoft Office to solve business problems. It integrates applications of Microsoft Office into the business environment in such a way that students learn to use the software to prepare reports, design oral presentations, collaborate with one another, and utilize spreadsheets to organize information and summarize data. Business, accounting, financial and scientific problems and applications are emphasized. This course must be taken in the freshman or sophomore year. Semester course, three hours."
50138,F,MNGT 204 A,OPERATIONS MANAGEMENT,TR 12:30 PM-1:45 PM,3,John D. Smith,"MNGT 204. OPERATIONS MANAGEMENT. Introduction to the design, planning, control and improvement of business operations for both goods-producing and service-rendering organizations. Organizational and management impacts resulting from product development, process management, and supply chain management is explored in detail. Prerequisite: Statistics 132. Semester course, three hours."
50186,F,MNGT 210 A,DATA VISUALIZATION,,3,Ryan E. Miller,"MNGT 210. DATA VISUALIZATION. This course will study techniques for creating effective visual stories via dashboards. Topics include visual story telling models, exploratory data analysis, visualization software, interaction techniques, graphical perception, color, animation, dimensional data, temporal visualization, and text visualization. Prerequisite: Management 103 and Statistics 131. Semester course, three hours."
50136,F,MNGT 214 A,"BUSINESS, ETHICS, & SOCIETY",MWF 8:00 AM-8:50 AM,3,Wayne A. Biddle,"MNGT 214. BUSINESS, ETHICS, AND SOCIETY. An examination of various ethical and moral issues arising in contemporary business and its activities which affect our society and the world. This course also examines the nature and purpose of economic life and contemporary business, especially from the Christian perspective. This course satisfies the Writing Intensive (WI) and Information Literacy (IL) requirements for all business majors. Prerequisite: Sophomore standing and Business Program majors only. Semester course, three hours."
50137,F,MNGT 214 B,"BUSINESS, ETHICS, & SOCIETY",MWF 9:00 AM-9:50 AM,3,Wayne A. Biddle,"MNGT 214. BUSINESS, ETHICS, AND SOCIETY. An examination of various ethical and moral issues arising in contemporary business and its activities which affect our society and the world. This course also examines the nature and purpose of economic life and contemporary business, especially from the Christian perspective. This course satisfies the Writing Intensive (WI) and Information Literacy (IL) requirements for all business majors. Prerequisite: Sophomore standing and Business Program majors only. Semester course, three hours."
50139,F,MNGT 303 A,BUSINESS LAW,TR 12:30 PM-1:45 PM,3,Andrew W. Markley,"MNGT 303. BUSINESS LAW. A survey of law crucial to the conduct of business, including an introduction to the nature of law, legal reasoning, and dispute resolution as well as to the law of contracts, torts, crimes, agency, business associations, and intellectual property. Students may not receive credit for both Management 303 and Entrepreneurship 303. Semester course, three hours."
50140,F,MNGT 303 B,BUSINESS LAW,TR 2:00 PM-3:15 PM,3,Andrew W. Markley,"MNGT 303. BUSINESS LAW. A survey of law crucial to the conduct of business, including an introduction to the nature of law, legal reasoning, and dispute resolution as well as to the law of contracts, torts, crimes, agency, business associations, and intellectual property. Students may not receive credit for both Management 303 and Entrepreneurship 303. Semester course, three hours."
50141,F,MNGT 307 A,PROJECT TEAMS AND LEADERSHIP,MWF 2:00 PM-2:50 PM,3,John D. Smith,"MNGT 307. PROJECT TEAMS AND LEADERSHIP. This course provides the student with team-building skills, team dynamics, and project management skills in alignment with prevailing project management methodology. Students completing this course may choose to sit for a (fee-based) CAPM certification exam offered through PMI. Prerequisite: Sophomore standing. Semester course, three hours."
50142,F,MNGT 311 A,NEGOTIATION,TR 11:00 AM-12:15 PM,3,David M. Butler,"MNGT 311. NEGOTIATION. Negotiation is the art and science of securing agreements between two or more parties who are interdependent and who are seeking to maximize their outcomes. The central issues of this course deal with understanding the behavior of individuals, groups, and organizations in the context of competitive situations. It is designed to complement the technical and diagnostic skills learned in other courses, with a basic premise being that while a manager needs analytical skills to discover optimal solutions to problems, a broad array of negotiation skills are needed for these solutions to be accepted and implemented. Considerable emphasis will be placed on simulations, role-playing, and cases. Semester course, three hours."
50144,F,ENTR 326 A,INTRO TO THE BUSINESS OF MUSIC,TR 9:30 AM-10:45 AM,3,Cedric E. Lewis,"MNGT 326. INTRODUCTION TO THE BUSINESS OF MUSIC. This course is designed as an introduction to the business of music, providing students with the latest instruction on best practices for music creators, consumers, and facilitators working in this field. Students will have the opportunity to learn the fundamental principles involved in the entrepreneurial and legal dimensions of the music business, exploring the structural and functional components of this ever-changing and rapidly-growing industry. Particular attention will be given to the challenges of starting, growing and managing a music business in the digital era. Students may only receive credit for one of Entrepreneurship 326, Management 326, or Music 326. Semester course, three hours."
50146,F,MNGT 424 A,SUPPLY CHAIN MANAGEMENT,TR 2:00 PM-3:15 PM,3,David M. Butler,"MNGT 424. SUPPLY CHAIN MANAGEMENT. This course will focus on providing an introduction to supply chain management. It will deal with both the logistical activities of demand fulfillment and the behavioral aspects of supply chain management. Experiential learning will take place within a simulation called, �Fundamentals of Supply Chain Management.� This course will provide considerable insight into the management of supply chains. Students will develop disciplines and a knowledge of best practices that will facilitate their success in a world where demand and supply integration is one of the cornerstones of modern business. Students may not receive credit for both Management 424 and Entrepreneurship 424. Prerequisite: Statistics 131. Semester course, three hours."
50147,F,MNGT 457 A,HUMAN RESOURCES MGT,TR 9:30 AM-10:45 AM,3,Wayne A. Biddle,"MNGT 457. HUMAN RESOURCES MANAGEMENT. This course examines the principles, policies and practices of human resources important for being an effective manager in today�s organizations. Human resource topics include EEOC and legal guidelines, recruitment, selection, training, compensation, employee appraisal, and discipline systems. Prerequisite: Management 103 and junior or senior standing. Semester course, three hours."
50148,F,MNGT 457 B,HUMAN RESOURCES MGT,TR 12:30 PM-1:45 PM,3,Wayne A. Biddle,"MNGT 457. HUMAN RESOURCES MANAGEMENT. This course examines the principles, policies and practices of human resources important for being an effective manager in today�s organizations. Human resource topics include EEOC and legal guidelines, recruitment, selection, training, compensation, employee appraisal, and discipline systems. Prerequisite: Management 103 and junior or senior standing. Semester course, three hours."
51649,F,MNGT 458 A,ORGANIZATIONAL BEHAVIOR,MWF 12:00 PM-12:50 PM,3,,"MNGT 458. ORGANIZATIONAL BEHAVIOR. An examination of individual, interpersonal, and organizational processes in contemporary organizations emphasizing motivation, job design, performance management, group and team dynamics, leadership, and decision-making. Also covered are organizational culture, design, and change management. The course emphasizes contemporary theories and trends in organizational structures and processes. The course includes extensive use of case studies and applications of theories to management practice. Prerequisite: Management 103. Semester course, three hours."
50149,F,MNGT 475 A,LEADERSHIP,M 6:30 PM-9:00 PM,3,John M. Coyne,"MNGT 475. LEADERSHIP. A study of historical and current perspectives on leadership theory and practice with the incorporation of Christian principles. Leadership theories are made practical through lectures, class activities, case studies, guest speakers, and assignments. Students will learn more about their strengths through assessments and self-reflection. The course is treated as a seminar, and thus focused on discussion and many student-led activities. Prerequisites: Management 103 and junior or senior standing; or instructor permission. Semester course, three hours."
50150,F,MNGT 478 A,SEMINAR IN LIFE MANAGEMENT,MWF 1:00 PM-1:50 PM,1,Dr. Scott K. Powell,"MNGT 478. SEMINAR IN LIFE MANAGEMENT. This seminar is intended to provide senior students with practical advice for navigating the transition to post-college life. Finances, risk, health, professional responsibilities and interpersonal relationships are important aspects of life that need to be managed. These and other related topics will be addressed in the seminar. Prerequisite: Senior standing. Semester course, one hour."
50151,F,MNGT 486 A,BUS POLICY & STRATEGY,MWF 2:00 PM-2:50 PM,3,Richard D. Kocur Jr.,"MNGT 486. BUSINESS POLICY AND STRATEGY. This course presents the basic concepts and tools used in strategic business analysis and applies those concepts and tools to the formulation, implementation, and evaluation of organizational business strategy. This course also represents the Grove City College Business program�s capstone course. As such it will integrate the knowledge and skills gained across previous business coursework and help the student to form a total business perspective, including the application of Christian values in the workplace. This course satisfies the Speaking Intensive (SI) requirement in the Business Program. Prerequisite: Senior status; majoring in the Departments of Accounting & Finance and/or Management and Marketing. Semester course, three hours."
50152,F,MNGT 486 B,BUS POLICY & STRATEGY,MWF 10:00 AM-10:50 AM,3,Richard D. Kocur Jr.,"MNGT 486. BUSINESS POLICY AND STRATEGY. This course presents the basic concepts and tools used in strategic business analysis and applies those concepts and tools to the formulation, implementation, and evaluation of organizational business strategy. This course also represents the Grove City College Business program�s capstone course. As such it will integrate the knowledge and skills gained across previous business coursework and help the student to form a total business perspective, including the application of Christian values in the workplace. This course satisfies the Speaking Intensive (SI) requirement in the Business Program. Prerequisite: Senior status; majoring in the Departments of Accounting & Finance and/or Management and Marketing. Semester course, three hours."
50116,F,MARK 104 A,PRINCIPLES OF MARKETING,MWF 10:00 AM-10:50 AM,3,Laura Ritchey Havrilla,"MARK 104. PRINCIPLES OF MARKETING. An introduction to the terms and concepts used in marketing. Study focuses on all aspects of the marketing process, including market analysis and information, consumer and business buying behavior, marketing strategy, the marketing mix, and legal and ethical issues. Discussion covers global, digital, and sustainability implications. The goal is to understand key basic marketing concepts and be able to practically apply knowledge to marketing decisions. Discussion also incorporates the application of Christian values in the workplace. Semester course, three hours."
50117,F,MARK 104 B,PRINCIPLES OF MARKETING,MWF 12:00 PM-12:50 PM,3,Laura Ritchey Havrilla,"MARK 104. PRINCIPLES OF MARKETING. An introduction to the terms and concepts used in marketing. Study focuses on all aspects of the marketing process, including market analysis and information, consumer and business buying behavior, marketing strategy, the marketing mix, and legal and ethical issues. Discussion covers global, digital, and sustainability implications. The goal is to understand key basic marketing concepts and be able to practically apply knowledge to marketing decisions. Discussion also incorporates the application of Christian values in the workplace. Semester course, three hours."
50118,F,MARK 104 C,PRINCIPLES OF MARKETING,MWF 2:00 PM-2:50 PM,3,Dr. Scott K. Powell,"MARK 104. PRINCIPLES OF MARKETING. An introduction to the terms and concepts used in marketing. Study focuses on all aspects of the marketing process, including market analysis and information, consumer and business buying behavior, marketing strategy, the marketing mix, and legal and ethical issues. Discussion covers global, digital, and sustainability implications. The goal is to understand key basic marketing concepts and be able to practically apply knowledge to marketing decisions. Discussion also incorporates the application of Christian values in the workplace. Semester course, three hours."
50119,F,MARK 104 D,PRINCIPLES OF MARKETING,MWF 3:00 PM-3:50 PM,3,Dr. Scott K. Powell,"MARK 104. PRINCIPLES OF MARKETING. An introduction to the terms and concepts used in marketing. Study focuses on all aspects of the marketing process, including market analysis and information, consumer and business buying behavior, marketing strategy, the marketing mix, and legal and ethical issues. Discussion covers global, digital, and sustainability implications. The goal is to understand key basic marketing concepts and be able to practically apply knowledge to marketing decisions. Discussion also incorporates the application of Christian values in the workplace. Semester course, three hours."
